payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update
799,29,2,9392,4.99,7/30/2005 19:50,2/15/2006 22:12
800,29,1,9946,4.99,7/31/2005 15:48,2/15/2006 22:12
801,29,1,10543,5.99,8/1/2005 12:36,2/15/2006 22:12
802,29,2,10899,1.99,8/2/2005 1:30,2/15/2006 22:12
803,29,1,11079,4.99,8/2/2005 7:29,2/15/2006 22:12
804,29,2,11962,2.99,8/17/2005 17:34,2/15/2006 22:12
805,29,1,12488,4.99,8/18/2005 12:48,2/15/2006 22:12
806,29,1,12508,2.99,8/18/2005 13:20,2/15/2006 22:12
807,29,2,12569,6.99,8/18/2005 15:20,2/15/2006 22:12
808,29,2,12615,6.99,8/18/2005 17:16,2/15/2006 22:12
809,29,2,13173,2.99,8/19/2005 13:50,2/15/2006 22:12
810,29,1,13436,0.99,8/19/2005 23:36,2/15/2006 22:12
811,29,2,13777,2.99,8/20/2005 12:03,2/15/2006 22:12
812,29,1,13832,3.99,8/20/2005 14:00,2/15/2006 22:12
813,29,1,14174,0.99,8/21/2005 3:01,2/15/2006 22:12
814,29,1,14703,4.99,8/21/2005 21:01,2/15/2006 22:12
815,29,1,14985,7.99,8/22/2005 7:35,2/15/2006 22:12
816,29,1,14997,5.99,8/22/2005 7:53,2/15/2006 22:12
817,29,2,15577,0.99,2/14/2006 15:16,2/15/2006 22:12
818,30,2,1874,1.99,6/17/2005 2:39,2/15/2006 22:12
819,30,2,1895,2.99,6/17/2005 4:25,2/15/2006 22:12
820,30,2,2154,4.99,6/17/2005 22:59,2/15/2006 22:12
821,30,2,2730,2.99,6/19/2005 15:10,2/15/2006 22:12
822,30,1,3964,4.99,7/6/2005 22:23,2/15/2006 22:12
823,30,2,4471,2.99,7/8/2005 0:21,2/15/2006 22:12
824,30,2,4642,2.99,7/8/2005 9:13,2/15/2006 22:12
825,30,2,5028,5.99,7/9/2005 2:34,2/15/2006 22:12
826,30,1,5108,9.99,7/9/2005 6:44,2/15/2006 22:12
827,30,1,5289,0.99,7/9/2005 15:14,2/15/2006 22:12
828,30,2,5972,7.99,7/11/2005 0:08,2/15/2006 22:12
829,30,1,6249,0.99,7/11/2005 15:02,2/15/2006 22:12
830,30,2,6359,2.99,7/11/2005 21:06,2/15/2006 22:12
831,30,2,7394,2.99,7/27/2005 16:03,2/15/2006 22:12
832,30,2,7769,4.99,7/28/2005 6:45,2/15/2006 22:12
833,30,1,8030,4.99,7/28/2005 16:12,2/15/2006 22:12
834,30,2,8038,4.99,7/28/2005 16:32,2/15/2006 22:12
835,30,1,8083,4.99,7/28/2005 18:09,2/15/2006 22:12
836,30,1,8641,2.99,7/29/2005 14:37,2/15/2006 22:12
837,30,2,9309,2.99,7/30/2005 16:55,2/15/2006 22:12
838,30,2,9551,0.99,7/31/2005 2:04,2/15/2006 22:12
839,30,1,9641,0.99,7/31/2005 5:33,2/15/2006 22:12
840,30,1,9998,2.99,7/31/2005 17:40,2/15/2006 22:12
841,30,1,10235,6.99,8/1/2005 1:57,2/15/2006 22:12
842,30,1,12240,2.99,8/18/2005 3:27,2/15/2006 22:12
843,30,1,12546,2.99,8/18/2005 14:29,2/15/2006 22:12
844,30,2,12758,0.99,8/18/2005 22:58,2/15/2006 22:12
845,30,1,13435,0.99,8/19/2005 23:35,2/15/2006 22:12
846,30,1,13682,4.99,8/20/2005 8:50,2/15/2006 22:12
847,30,1,14339,0.99,8/21/2005 8:37,2/15/2006 22:12
848,30,1,14585,2.99,8/21/2005 17:18,2/15/2006 22:12
849,30,1,15063,4.99,8/22/2005 10:39,2/15/2006 22:12
850,30,1,15544,4.99,8/23/2005 4:17,2/15/2006 22:12
851,30,2,15829,2.99,8/23/2005 15:17,2/15/2006 22:12
852,31,2,1656,4.99,6/16/2005 10:05,2/15/2006 22:12
853,31,1,1838,1.99,6/16/2005 23:20,2/15/2006 22:12
854,31,1,2233,0.99,6/18/2005 3:57,2/15/2006 22:12
855,31,2,2341,6.99,6/18/2005 11:35,2/15/2006 22:12
856,31,1,2396,7.99,6/18/2005 15:49,2/15/2006 22:12
857,31,2,2438,0.99,6/18/2005 18:34,2/15/2006 22:12
858,31,1,2530,0.99,6/19/2005 1:20,2/15/2006 22:12
859,31,2,2648,4.99,6/19/2005 10:06,2/15/2006 22:12
860,31,2,3117,2.99,6/20/2005 18:05,2/15/2006 22:12
861,31,2,3172,1.99,6/20/2005 22:19,2/15/2006 22:12
862,31,1,3205,0.99,6/21/2005 0:38,2/15/2006 22:12
863,31,1,3701,4.99,7/6/2005 10:12,2/15/2006 22:12
864,31,2,3967,4.99,7/6/2005 22:45,2/15/2006 22:12
865,31,1,4122,6.99,7/7/2005 7:15,2/15/2006 22:12
866,31,2,4738,9.99,7/8/2005 13:24,2/15/2006 22:12
867,31,1,6208,3.99,7/11/2005 12:34,2/15/2006 22:12
868,31,2,6580,4.99,7/12/2005 6:26,2/15/2006 22:12
869,31,1,7000,1.99,7/27/2005 1:23,2/15/2006 22:12
870,31,2,7138,3.99,7/27/2005 6:47,2/15/2006 22:12
871,31,2,7178,2.99,7/27/2005 8:09,2/15/2006 22:12
872,31,2,7464,2.99,7/27/2005 18:49,2/15/2006 22:12
873,31,2,8997,0.99,7/30/2005 4:53,2/15/2006 22:12
874,31,2,12085,4.99,8/17/2005 22:17,2/15/2006 22:12
875,31,1,12377,0.99,8/18/2005 8:26,2/15/2006 22:12
876,31,2,15682,6.99,8/23/2005 9:37,2/15/2006 22:12
877,31,2,15816,6.99,8/23/2005 14:58,2/15/2006 22:12
878,32,2,483,4.99,5/27/2005 23:00,2/15/2006 22:12
879,32,2,803,4.99,5/29/2005 17:52,2/15/2006 22:12
880,32,2,1067,4.99,5/31/2005 9:12,2/15/2006 22:12
881,32,2,1887,6.99,6/17/2005 3:53,2/15/2006 22:12
882,32,2,2160,0.99,6/17/2005 23:39,2/15/2006 22:12
883,32,2,2624,5.99,6/19/2005 8:22,2/15/2006 22:12
884,32,2,2891,1.99,6/20/2005 2:02,2/15/2006 22:12
885,32,1,3500,2.99,7/6/2005 0:11,2/15/2006 22:12
886,32,1,4434,2.99,7/7/2005 22:48,2/15/2006 22:12
887,32,2,4771,2.99,7/8/2005 15:33,2/15/2006 22:12
888,32,2,4899,0.99,7/8/2005 20:37,2/15/2006 22:12
889,32,1,5307,9.99,7/9/2005 15:57,2/15/2006 22:12
890,32,1,5767,0.99,7/10/2005 13:13,2/15/2006 22:12
891,32,1,5954,2.99,7/10/2005 23:22,2/15/2006 22:12
892,32,1,6122,3.99,7/11/2005 7:58,2/15/2006 22:12
893,32,2,6450,2.99,7/12/2005 0:49,2/15/2006 22:12
894,32,1,7084,6.99,7/27/2005 4:34,2/15/2006 22:12
895,32,1,7589,5.99,7/27/2005 23:23,2/15/2006 22:12
896,32,1,7793,2.99,7/28/2005 7:26,2/15/2006 22:12
897,32,2,8390,5.99,7/29/2005 5:52,2/15/2006 22:12
898,32,2,8453,2.99,7/29/2005 7:46,2/15/2006 22:12
899,32,2,8914,2.99,7/30/2005 1:42,2/15/2006 22:12
900,32,1,11135,4.99,8/2/2005 9:22,2/15/2006 22:12
901,32,2,11831,4.99,8/17/2005 12:54,2/15/2006 22:12
902,32,2,12414,9.99,8/18/2005 9:50,2/15/2006 22:12
903,32,1,13736,8.99,8/20/2005 10:31,2/15/2006 22:12
904,32,1,13931,1.99,8/20/2005 17:16,2/15/2006 22:12
905,32,1,14075,0.99,8/20/2005 23:18,2/15/2006 22:12
906,32,2,14570,5.99,8/21/2005 16:32,2/15/2006 22:12
907,33,1,165,2.99,5/26/2005 2:28,2/15/2006 22:12
908,33,1,1301,10.99,6/15/2005 9:46,2/15/2006 22:12
909,33,2,3173,8.99,6/20/2005 22:21,2/15/2006 22:12
910,33,1,4095,5.99,7/7/2005 6:01,2/15/2006 22:12
911,33,1,5421,0.99,7/9/2005 20:49,2/15/2006 22:12
912,33,1,5723,4.99,7/10/2005 11:14,2/15/2006 22:12
913,33,2,6280,0.99,7/11/2005 16:36,2/15/2006 22:12
914,33,1,7992,4.99,7/28/2005 14:53,2/15/2006 22:12
915,33,1,9040,4.99,7/30/2005 6:31,2/15/2006 22:12
916,33,2,9085,4.99,7/30/2005 8:17,2/15/2006 22:12
917,33,1,9254,1.99,7/30/2005 14:26,2/15/2006 22:12
918,33,2,10335,2.99,8/1/2005 4:59,2/15/2006 22:12
919,33,1,10870,4.99,8/2/2005 0:27,2/15/2006 22:12
920,33,1,13241,7.99,8/19/2005 16:25,2/15/2006 22:12
921,33,1,13858,2.99,8/20/2005 14:50,2/15/2006 22:12
922,33,1,13958,7.99,8/20/2005 18:11,2/15/2006 22:12
923,33,1,14002,0.99,8/20/2005 20:12,2/15/2006 22:12
924,33,1,14623,0.99,8/21/2005 18:29,2/15/2006 22:12
925,33,1,15096,5.99,8/22/2005 11:43,2/15/2006 22:12
926,33,2,15115,2.99,8/22/2005 12:28,2/15/2006 22:12
927,33,1,12277,0.99,2/14/2006 15:16,2/15/2006 22:12
928,34,1,1900,4.99,6/17/2005 4:29,2/15/2006 22:12
929,34,2,2257,5.99,6/18/2005 5:29,2/15/2006 22:12
930,34,1,3150,0.99,6/20/2005 20:35,2/15/2006 22:12
931,34,2,3508,3.99,7/6/2005 0:24,2/15/2006 22:12
932,34,1,3911,2.99,7/6/2005 20:09,2/15/2006 22:12
933,34,1,5188,4.99,7/9/2005 10:22,2/15/2006 22:12
934,34,2,5643,4.99,7/10/2005 6:49,2/15/2006 22:12
935,34,2,5918,5.99,7/10/2005 21:32,2/15/2006 22:12
936,34,2,7015,2.99,7/27/2005 2:15,2/15/2006 22:12
937,34,2,7124,2.99,7/27/2005 6:09,2/15/2006 22:12
938,34,1,7532,0.99,7/27/2005 21:20,2/15/2006 22:12
939,34,1,9160,3.99,7/30/2005 11:17,2/15/2006 22:12
940,34,1,10523,0.99,8/1/2005 11:52,2/15/2006 22:12
941,34,1,10615,4.99,8/1/2005 14:58,2/15/2006 22:12
942,34,2,11096,0.99,8/2/2005 8:05,2/15/2006 22:12
943,34,1,11505,2.99,8/16/2005 23:18,2/15/2006 22:12
944,34,2,11701,4.99,8/17/2005 7:15,2/15/2006 22:12
945,34,2,12286,2.99,8/18/2005 4:57,2/15/2006 22:12
946,34,1,12599,2.99,8/18/2005 16:42,2/15/2006 22:12
947,34,1,12651,0.99,8/18/2005 18:36,2/15/2006 22:12
948,34,1,13371,4.99,8/19/2005 21:21,2/15/2006 22:12
949,34,2,13949,2.99,8/20/2005 17:55,2/15/2006 22:12
950,34,1,14686,5.99,8/21/2005 20:32,2/15/2006 22:12
951,34,2,14701,7.99,8/21/2005 20:54,2/15/2006 22:12
952,35,2,47,3.99,5/25/2005 6:05,2/15/2006 22:12
953,35,1,424,6.99,5/27/2005 15:34,2/15/2006 22:12
954,35,1,1579,0.99,6/16/2005 4:09,2/15/2006 22:12
955,35,1,1989,2.99,6/17/2005 10:47,2/15/2006 22:12
956,35,1,2229,4.99,6/18/2005 3:50,2/15/2006 22:12
957,35,1,2231,0.99,6/18/2005 3:52,2/15/2006 22:12
958,35,1,2743,2.99,6/19/2005 16:15,2/15/2006 22:12
959,35,2,3112,4.99,6/20/2005 17:53,2/15/2006 22:12
960,35,2,3597,2.99,7/6/2005 5:03,2/15/2006 22:12
961,35,2,4098,4.99,7/7/2005 6:14,2/15/2006 22:12
962,35,2,4990,0.99,7/9/2005 0:48,2/15/2006 22:12
963,35,1,5013,2.99,7/9/2005 1:46,2/15/2006 22:12
964,35,2,5323,0.99,7/9/2005 16:34,2/15/2006 22:12
965,35,1,5916,5.99,7/10/2005 21:26,2/15/2006 22:12
966,35,1,5963,0.99,7/10/2005 23:47,2/15/2006 22:12
967,35,1,6147,5.99,7/11/2005 9:13,2/15/2006 22:12
968,35,1,6401,4.99,7/11/2005 22:44,2/15/2006 22:12
969,35,1,6565,4.99,7/12/2005 5:39,2/15/2006 22:12
970,35,1,6572,4.99,7/12/2005 5:56,2/15/2006 22:12
971,35,1,7140,4.99,7/27/2005 6:54,2/15/2006 22:12
972,35,1,8822,6.99,7/29/2005 22:20,2/15/2006 22:12
973,35,1,8971,5.99,7/30/2005 4:03,2/15/2006 22:12
974,35,2,9033,2.99,7/30/2005 6:07,2/15/2006 22:12
975,35,1,9579,6.99,7/31/2005 2:59,2/15/2006 22:12
976,35,1,11298,1.99,8/2/2005 15:32,2/15/2006 22:12
977,35,1,11452,7.99,8/2/2005 20:59,2/15/2006 22:12
978,35,1,11645,4.99,8/17/2005 4:50,2/15/2006 22:12
979,35,1,12055,4.99,8/17/2005 21:02,2/15/2006 22:12
980,35,1,13735,2.99,8/20/2005 10:31,2/15/2006 22:12
981,35,1,14110,0.99,8/21/2005 0:53,2/15/2006 22:12
982,35,2,14124,2.99,8/21/2005 1:31,2/15/2006 22:12
983,35,2,14735,4.99,8/21/2005 22:25,2/15/2006 22:12
984,36,1,349,0.99,5/27/2005 4:53,2/15/2006 22:12
985,36,1,716,0.99,5/29/2005 4:35,2/15/2006 22:12
986,36,2,2741,0.99,6/19/2005 16:05,2/15/2006 22:12
987,36,2,4135,0.99,7/7/2005 8:15,2/15/2006 22:12
988,36,2,4560,4.99,7/8/2005 4:58,2/15/2006 22:12
989,36,2,4762,4.99,7/8/2005 14:54,2/15/2006 22:12
990,36,1,5403,0.99,7/9/2005 20:07,2/15/2006 22:12
991,36,2,6030,0.99,7/11/2005 2:37,2/15/2006 22:12
992,36,1,7205,6.99,7/27/2005 9:06,2/15/2006 22:12
993,36,1,7647,0.99,7/28/2005 1:35,2/15/2006 22:12
994,36,2,7919,6.99,7/28/2005 11:59,2/15/2006 22:12
995,36,2,8099,0.99,7/28/2005 18:35,2/15/2006 22:12
996,36,1,8391,2.99,7/29/2005 5:52,2/15/2006 22:12
997,36,1,8952,4.99,7/30/2005 3:20,2/15/2006 22:12
998,36,1,9369,2.99,7/30/2005 18:52,2/15/2006 22:12
999,36,2,9805,0.99,7/31/2005 11:11,2/15/2006 22:12
1000,36,2,10525,2.99,8/1/2005 11:53,2/15/2006 22:12
